title,Hierarchy,Occupation.type,Employment.2016,Employment.2026,ChgEmploy.2016to26.Num,ChgEmploy.2016to26.Perc,Percent.self.employed..2016,Occupational.openings..2016.26.annual.average,Median.annual.wage..2017.1.,Typical.education.needed.for.entry,Work.experience.in.a.related.occupation,Typical.on.the.job.training.needed.to.attain.competency.in.the.occupation,Level0,Level1,Level2,Level3,Level4,pathString,jobcol,percentchg.indx,percentchg.col
First-line supervisors of production & operating workers,3,Line item,621.4,619.5,-1.8,-0.3,1.5,59.3,"$58,870 ",High school diploma or equivalent,Less than 5 years,None,Jobs,Production,Supervisors of production workers,First-line supervisors of production & operating workers,NA,Jobs/Production/Supervisors of production workers/First-line supervisors of production & operating workers,#FFFF99,7,#00DBFF
"Textile, apparel, etc",2,Summary,654.3,599.9,-54.4,-8.3,10.9,70.4,"$24,370 ",NA,NA,NA,Jobs,Production,"Textile, apparel, etc",NA,NA,"Jobs/Production/Textile, apparel, etc",#FFFF99,4,#006DFF
Laundry & dry-cleaning workers,3,Line item,220.1,219.6,-0.5,-0.2,4.6,29.5,"$22,370 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc",Laundry & dry-cleaning workers,NA,"Jobs/Production/Textile, apparel, etc/Laundry & dry-cleaning workers",#FFFF99,7,#00DBFF
"Miscellaneous textile, apparel, etc",3,Summary,83.7,80.4,-3.3,-4,12.9,8.7,"$32,670 ",NA,NA,NA,Jobs,Production,"Textile, apparel, etc","Miscellaneous textile, apparel, etc",NA,"Jobs/Production/Textile, apparel, etc/Miscellaneous textile, apparel, etc",#FFFF99,5,#0092FF
"Extruding & forming machine setters, operators, etc",4,Line item,20.2,18.3,-1.9,-9.5,4.4,2.1,"$33,470 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Miscellaneous textile, apparel, etc","Extruding & forming machine setters, operators, etc","Jobs/Production/Textile, apparel, etc/Miscellaneous textile, apparel, etc/Extruding & forming machine setters, operators, etc",#FFFF99,4,#006DFF
Fabric & apparel patternmakers,4,Line item,5.5,4.6,-0.9,-16.1,4.4,0.5,"$40,460 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Miscellaneous textile, apparel, etc",Fabric & apparel patternmakers,"Jobs/Production/Textile, apparel, etc/Miscellaneous textile, apparel, etc/Fabric & apparel patternmakers",#FFFF99,3,#0049FF
"Textile, apparel, etc",4,Line item,16.3,15.7,-0.7,-4.1,4.2,1.8,"$26,670 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Miscellaneous textile, apparel, etc","Textile, apparel, etc","Jobs/Production/Textile, apparel, etc/Miscellaneous textile, apparel, etc/Textile, apparel, etc",#FFFF99,5,#0092FF
Upholsterers,4,Line item,41.6,41.8,0.1,0.3,21.6,4.2,"$33,660 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Miscellaneous textile, apparel, etc",Upholsterers,"Jobs/Production/Textile, apparel, etc/Miscellaneous textile, apparel, etc/Upholsterers",#FFFF99,8,#00FFFF
"Pressers, textile, etc",3,Line item,45,42,-3,-6.7,NA,5.2,"$22,440 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Pressers, textile, etc",NA,"Jobs/Production/Textile, apparel, etc/Pressers, textile, etc",#FFFF99,4,#006DFF
Sewing machine operators,3,Line item,153.9,128.2,-25.7,-16.7,9.9,12.3,"$24,320 ",No formal educational credential,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc",Sewing machine operators,NA,"Jobs/Production/Textile, apparel, etc/Sewing machine operators",#FFFF99,3,#0049FF
Shoe & leather workers,3,Summary,14.6,13,-1.6,-11.2,23.5,1.2,"$26,240 ",NA,NA,NA,Jobs,Production,"Textile, apparel, etc",Shoe & leather workers,NA,"Jobs/Production/Textile, apparel, etc/Shoe & leather workers",#FFFF99,4,#006DFF
Shoe & leather workers & repairers,4,Line item,11,9.7,-1.3,-11.7,29.8,0.8,"$25,610 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc",Shoe & leather workers,Shoe & leather workers & repairers,"Jobs/Production/Textile, apparel, etc/Shoe & leather workers/Shoe & leather workers & repairers",#FFFF99,4,#006DFF
Shoe machine operators & tenders,4,Line item,3.6,3.3,-0.3,-9.5,4.4,0.4,"$27,420 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc",Shoe & leather workers,Shoe machine operators & tenders,"Jobs/Production/Textile, apparel, etc/Shoe & leather workers/Shoe machine operators & tenders",#FFFF99,4,#006DFF
"Tailors, dressmakers, etc",3,Summary,57.7,51.4,-6.3,-11,51.8,6.2,"$27,920 ",NA,NA,NA,Jobs,Production,"Textile, apparel, etc","Tailors, dressmakers, etc",NA,"Jobs/Production/Textile, apparel, etc/Tailors, dressmakers, etc",#FFFF99,4,#006DFF
"Sewers, hand",4,Line item,13.5,11.6,-1.8,-13.7,51.7,1.4,"$26,230 ",No formal educational credential,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Tailors, dressmakers, etc","Sewers, hand","Jobs/Production/Textile, apparel, etc/Tailors, dressmakers, etc/Sewers, hand",#FFFF99,3,#0049FF
"Tailors, dressmakers, etc",4,Line item,44.3,39.8,-4.5,-10.1,51.9,4.8,"$28,600 ",No formal educational credential,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Tailors, dressmakers, etc","Tailors, dressmakers, etc","Jobs/Production/Textile, apparel, etc/Tailors, dressmakers, etc/Tailors, dressmakers, etc",#FFFF99,4,#006DFF
"Textile machine setters, operators, etc",3,Summary,79.3,65.4,-13.9,-17.5,2.5,7.3,"$28,010 ",NA,NA,NA,Jobs,Production,"Textile, apparel, etc","Textile machine setters, operators, etc",NA,"Jobs/Production/Textile, apparel, etc/Textile machine setters, operators, etc",#FFFF99,3,#0049FF
Textile bleaching & dyeing machine operators & tenders,4,Line item,11.3,9.2,-2,-18.1,4.4,1,"$28,280 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Textile machine setters, operators, etc",Textile bleaching & dyeing machine operators & tenders,"Jobs/Production/Textile, apparel, etc/Textile machine setters, operators, etc/Textile bleaching & dyeing machine operators & tenders",#FFFF99,3,#0049FF
"Textile cutting machine setters, operators, etc",4,Line item,15,12.6,-2.4,-15.8,NA,1.6,"$26,890 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Textile machine setters, operators, etc","Textile cutting machine setters, operators, etc","Jobs/Production/Textile, apparel, etc/Textile machine setters, operators, etc/Textile cutting machine setters, operators, etc",#FFFF99,3,#0049FF
"Textile knitting & weaving machine setters, operators, etc",4,Line item,22.2,17.9,-4.3,-19.3,3.5,2.1,"$27,960 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Textile machine setters, operators, etc","Textile knitting & weaving machine setters, operators, etc","Jobs/Production/Textile, apparel, etc/Textile machine setters, operators, etc/Textile knitting & weaving machine setters, operators, etc",#FFFF99,3,#0049FF
"Textile winding, twisting, etc",4,Line item,30.8,25.6,-5.2,-16.8,2.2,2.6,"$28,270 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,"Textile, apparel, etc","Textile machine setters, operators, etc","Textile winding, twisting, etc","Jobs/Production/Textile, apparel, etc/Textile machine setters, operators, etc/Textile winding, twisting, etc",#FFFF99,3,#0049FF
Woodworkers,2,Summary,279.3,282.6,3.3,1.2,9.7,30,"$30,900 ",NA,NA,NA,Jobs,Production,Woodworkers,NA,NA,Jobs/Production/Woodworkers,#FFFF99,9,#FFDB00
Cabinetmakers & bench carpenters,3,Line item,109.3,111.8,2.5,2.3,10.3,11.5,"$33,920 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,Cabinetmakers & bench carpenters,NA,Jobs/Production/Woodworkers/Cabinetmakers & bench carpenters,#FFFF99,9,#FFDB00
Furniture finishers,3,Line item,22.4,22.3,-0.1,-0.4,22.2,2,"$31,300 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Production,Woodworkers,Furniture finishers,NA,Jobs/Production/Woodworkers/Furniture finishers,#FFFF99,7,#00DBFF
"Model makers & patternmakers, wood",3,Summary,3.7,3.8,0.1,3.1,45,0.4,"$51,470 ",NA,NA,NA,Jobs,Production,Woodworkers,"Model makers & patternmakers, wood",NA,"Jobs/Production/Woodworkers/Model makers & patternmakers, wood",#FFFF99,9,#FFDB00
"Model makers, wood",4,Line item,1.9,1.9,0.1,3,44.8,0.2,"$50,150 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,"Model makers & patternmakers, wood","Model makers, wood","Jobs/Production/Woodworkers/Model makers & patternmakers, wood/Model makers, wood",#FFFF99,9,#FFDB00
"Patternmakers, wood",4,Line item,1.8,1.8,0.1,3.3,45.2,0.2,"$52,380 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,"Model makers & patternmakers, wood","Patternmakers, wood","Jobs/Production/Woodworkers/Model makers & patternmakers, wood/Patternmakers, wood",#FFFF99,10,#FFB600
"Woodworkers, all other",3,Line item,12.1,12.5,0.4,3.6,43.5,1.4,"$30,680 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,"Woodworkers, all other",NA,"Jobs/Production/Woodworkers/Woodworkers, all other",#FFFF99,10,#FFB600
"Woodworking machine setters, operators, etc",3,Summary,131.9,132.2,0.3,0.2,3,14.6,"$29,100 ",NA,NA,NA,Jobs,Production,Woodworkers,"Woodworking machine setters, operators, etc",NA,"Jobs/Production/Woodworkers/Woodworking machine setters, operators, etc",#FFFF99,8,#00FFFF
"Sawing machine setters, operators, etc",4,Line item,54.8,54.6,-0.2,-0.3,6.2,6.2,"$29,080 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,"Woodworking machine setters, operators, etc","Sawing machine setters, operators, etc","Jobs/Production/Woodworkers/Woodworking machine setters, operators, etc/Sawing machine setters, operators, etc",#FFFF99,7,#00DBFF
"Woodworking machine setters, operators, etc",4,Line item,77.1,77.5,0.5,0.6,0.7,8.4,"$29,110 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Production,Woodworkers,"Woodworking machine setters, operators, etc","Woodworking machine setters, operators, etc","Jobs/Production/Woodworkers/Woodworking machine setters, operators, etc/Woodworking machine setters, operators, etc",#FFFF99,8,#00FFFF
Protective service,1,Summary,"3,505.60","3,663.80",158.2,4.5,0.5,397.2,"$39,550 ",NA,NA,NA,Jobs,Protective service,NA,NA,NA,Jobs/Protective service,#7570B3,10,#FFB600
Fire fighting & prevention workers,2,Summary,341.4,366.3,24.9,7.3,0.2,25.9,"$49,410 ",NA,NA,NA,Jobs,Protective service,Fire fighting & prevention workers,NA,NA,Jobs/Protective service/Fire fighting & prevention workers,#7570B3,11,#FF9200
Fire inspectors,3,Summary,14.1,15.4,1.4,9.7,NA,1.6,"$56,670 ",NA,NA,NA,Jobs,Protective service,Fire fighting & prevention workers,Fire inspectors,NA,Jobs/Protective service/Fire fighting & prevention workers/Fire inspectors,#7570B3,11,#FF9200
Fire inspectors & investigators,4,Line item,12.3,13.2,0.9,7.3,NA,1.4,"$59,260 ",Postsecondary nondegree award,5 years or more,Moderate-term on-the-job training,Jobs,Protective service,Fire fighting & prevention workers,Fire inspectors,Fire inspectors & investigators,Jobs/Protective service/Fire fighting & prevention workers/Fire inspectors/Fire inspectors & investigators,#7570B3,11,#FF9200
Forest fire inspectors & prevention specialists,4,Line item,1.7,2.2,0.5,26.6,NA,0.2,"$37,380 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,Jobs,Protective service,Fire fighting & prevention workers,Fire inspectors,Forest fire inspectors & prevention specialists,Jobs/Protective service/Fire fighting & prevention workers/Fire inspectors/Forest fire inspectors & prevention specialists,#7570B3,13,#FF4900
Firefighters,3,Line item,327.3,350.9,23.5,7.2,0.2,24.3,"$49,080 ",Postsecondary nondegree award,None,Long-term on-the-job training,Jobs,Protective service,Fire fighting & prevention workers,Firefighters,NA,Jobs/Protective service/Fire fighting & prevention workers/Firefighters,#7570B3,11,#FF9200
Law enforcement workers,2,Summary,"1,285.00","1,300.10",15.2,1.2,NA,91,"$54,520 ",NA,NA,NA,Jobs,Protective service,Law enforcement workers,NA,NA,Jobs/Protective service/Law enforcement workers,#7570B3,9,#FFDB00
"Bailiffs, correctional officers, etc",3,Summary,468.6,433.7,-34.9,-7.4,NA,32.7,"$43,510 ",NA,NA,NA,Jobs,Protective service,Law enforcement workers,"Bailiffs, correctional officers, etc",NA,"Jobs/Protective service/Law enforcement workers/Bailiffs, correctional officers, etc",#7570B3,4,#006DFF
Bailiffs,4,Line item,18.6,18.2,-0.4,-2.1,NA,1.4,"$42,960 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,"Bailiffs, correctional officers, etc",Bailiffs,"Jobs/Protective service/Law enforcement workers/Bailiffs, correctional officers, etc/Bailiffs",#7570B3,6,#00B6FF
Correctional officers & jailers,4,Line item,450,415.5,-34.5,-7.7,NA,31.3,"$43,540 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,"Bailiffs, correctional officers, etc",Correctional officers & jailers,"Jobs/Protective service/Law enforcement workers/Bailiffs, correctional officers, etc/Correctional officers & jailers",#7570B3,4,#006DFF
Detectives & criminal investigators,3,Line item,110.9,115.9,5,4.5,NA,7.5,"$79,970 ",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,Detectives & criminal investigators,NA,Jobs/Protective service/Law enforcement workers/Detectives & criminal investigators,#7570B3,10,#FFB600
Fish & game wardens,3,Line item,7,7.3,0.3,4.3,NA,0.7,"$56,410 ",Bachelor's degree,None,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,Fish & game wardens,NA,Jobs/Protective service/Law enforcement workers/Fish & game wardens,#7570B3,10,#FFB600
Parking enforcement workers,3,Line item,9.4,6.1,-3.3,-35.3,NA,0.4,"$39,030 ",High school diploma or equivalent,None,Short-term on-the-job training,Jobs,Protective service,Law enforcement workers,Parking enforcement workers,NA,Jobs/Protective service/Law enforcement workers/Parking enforcement workers,#7570B3,2,#0024FF
Police officers,3,Summary,689.1,737.2,48.1,7,NA,49.8,"$61,160 ",NA,NA,NA,Jobs,Protective service,Law enforcement workers,Police officers,NA,Jobs/Protective service/Law enforcement workers/Police officers,#7570B3,11,#FF9200
Police & sheriff's patrol officers,4,Line item,684.2,731.9,47.8,7,NA,49.5,"$61,050 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,Police officers,Police & sheriff's patrol officers,Jobs/Protective service/Law enforcement workers/Police officers/Police & sheriff's patrol officers,#7570B3,11,#FF9200
Transit & railroad police,4,Line item,4.9,5.3,0.3,6.3,NA,0.4,"$70,280 ",High school diploma or equivalent,None,Moderate-term on-the-job training,Jobs,Protective service,Law enforcement workers,Police officers,Transit & railroad police,Jobs/Protective service/Law enforcement workers/Police officers/Transit & railroad police,#7570B3,11,#FF9200
Other protective service workers,2,Summary,"1,595.00","1,702.10",107,6.7,1.1,258.6,"$27,150 ",NA,NA,NA,Jobs,Protective service,Other protective service workers,NA,NA,Jobs/Protective service/Other protective service workers,#7570B3,11,#FF9200
